0,152,65
0,1125,327
0,1175,380
0,1142,398
0,1299,456
0,1407,516
0,1284,504
0,1409,487
0,1186,396
0,903,338
0,857,294
0,764,206
0,504,211
0,326,130
0,234,89
0,172,59
0,95,49
0,71,25
0,174,38
0,546,111
0,1417,257
0,1620,275
0,1073,328
0,1324,277
0,1163,307
0,1128,368
0,1203,351
0,1166,375
0,1359,468
0,1581,514
0,1534,509
0,1428,553
0,1368,409
0,939,349
0,798,269
0,728,245
0,504,190
0,368,126
0.083333333,208,80
0.166666667,123,61
0.25,81,54
0.125,77,27
0,201,41
0,526,117
0,1389,250
0,1736,303
0,1199,293
0,1347,325
0,1099,270
0,1159,356
0,1275,385
0,1169,356
0,1287,509
0,1384,509
0,1329,491
0.125,1316,521
0.25,1258,391
0,932,331
4.32,782,311
0,817,246
0,868,231
0,395,134
0,240,79
0,179,66
0,112,57
0,87,29
0,189,43
0,555,107
0,1369,269
0,1679,264
0,1259,345
0,1388,295
0,1127,314
0,1188,353
0,1136,371
0,1222,397
0,1361,478
0,1646,537
0,1559,561
0,1486,524
0,1392,395
0,992,308
0,893,312
0,790,303
0,629,227
0,378,142
0,245,83
0,145,79
0,158,67
0,91,28
0,182,39
0,529,105
0,1242,235
0,1713,290
0,1487,286
0,1324,308
0,1141,351
0,875,343
0,830,453
0,1390,429
0,1448,503
0,1636,411
0,1547,550
0,1418,501
0,1158,392
0,945,325
0,819,286
0,904,298
0,927,261
0,709,168
0,453,103
0,297,62
0,245,49
0,154,33
0,110,31
0,184,40
0,286,78
0,482,113
0,661,212
0.25,884,229
0.25,1025,326
5.84,1147,396
4.83,1109,365
0.76,1202,400
0.506666667,1163,442
0.253333333,1181,470
0,1196,404
0,1286,408
0,1105,370
0,932,327
0,868,292
0,831,236
0,851,246
0,791,161
0,759,104
0,438,86
0,330,30
0,231,31
0,98,20
0,120,26
0,236,40
0,393,57
0,597,141
0,860,185
0,1107,304
0,1183,313
0,1218,357
0,1225,335
0,1118,358
0,1160,339
0,1336,335
0,1148,372
0,899,324
0,849,304
0,764,278
0,635,251
0,579,155
0,362,92
0,236,51
0,138,23
0,91,17
0,89,27
0,173,42
0,533,120
0,1206,210
0,1293,230
0,980,282
0,1249,285
0,1085,277
0,1086,362
1.65,1180,343
3.3,1141,381
6.35,1309,485
0.76,1659,496
0,1446,508
0,1417,532
0,1166,452
0,824,319
0,737,313
0,722,234
0,715,196
0,378,123
0,233,93
0,137,67
0,102,52
0,67,27
0,180,41
0,612,118
0,1440,278
0,1320,279
0,992,342
0,1437,300
0,1082,340
0,1105,335
0,1223,385
0,1214,398
0,1348,483
0,1640,499
0,1529,512
0,1322,547
0,1167,453
0,889,321
0,779,315
0,723,253
0,831,222
0,464,154
0,232,84
0,200,69
0,108,57
0,85,24
0,187,40
0,556,119
0,1370,257
0,1726,285
0,1391,281
0,1327,333
0,1137,329
0,1157,337
0,1274,402
0,1193,394
0,1324,493
0,1403,504
0,1562,550
0,1486,501
0,1283,419
0,859,311
0,834,300
0,745,250
0,663,217
0,410,146
0,277,66
0,191,59
0,113,64
0,79,31
0,175,51
0,535,114
0,1415,241
0,1660,277
0,1336,311
0,1393,312
0,1177,341
0,1182,361
0,1211,407
0,1262,411
0,1310,466
0,1643,524
0,1556,487
0,1537,364
0,1291,427
0,861,349
0,913,305
0,752,307
0,617,206
0,464,147
0,297,98
0,152,68
0,158,66
0,120,24
0,191,34
0,528,105
0,1297,241
0,1858,283
0,1556,327
0,1298,308
0,1162,351
0,1219,373
0,1289,407
0,1308,415
0,1414,498
0,1475,508
0,1547,482
0,1280,464
0,1201,388
0,853,335
0,744,273
0,741,261
0,656,226
0.51,542,203
0,375,87
0,296,69
0,245,54
0,179,34
0,137,23
0,213,41
0,337,93
0,558,173
0,725,282
0,905,278
0,1016,346
0,1131,391
0,1083,417
0,1071,400
0,1190,397
0,1141,438
0,1034,441
0,919,416
0,832,361
0,841,350
0,821,271
0,774,259
0,731,206
0,603,152
0,409,84
0,311,50
0,321,38
0,147,38
0.76,103,20
1.02,136,30
0.76,184,52
0.25,319,82
0,465,157
0,661,230
0,854,326
0,938,338
0,1087,325
0,1196,365
0,1253,337
0,1193,402
0,1050,354
0,993,338
0,833,301
0,776,253
0,669,240
0.25,598,184
8.64,455,134
4.32,345,88
0,235,38
0,135,24
0,123,15
0,115,28
0,177,39
0,534,127
0,1399,217
0,1464,280
0,1223,297
0,1098,292
0,1151,312
0,1112,348
0,1178,388
0,1196,379
0,1289,486
0,1514,506
0,1423,515
0,1415,464
0,1178,420
0,827,305
0,685,250
0.25,559,198
0.125,465,186
0,320,121
0,198,85
0.76,159,62
0.51,85,48
0.255,85,27
0,179,44
0,529,117
0,1341,273
0,1693,253
0,1286,296
0,1329,306
0,1098,355
0,1105,374
0,1119,406
0,1141,401
0,1260,487
0,1662,484
0,1597,514
0,1543,468
0,1251,403
0,888,364
0,784,328
0,687,271
0,570,202
0,394,133
0,227,86
0,157,70
0,113,51
0,90,33
0,200,36
0,542,105
0,1344,245
0,1765,287
0,1455,291
0,1244,277
0,1042,311
0,1143,341
0,1178,376
0,1166,397
0,1267,487
0,1617,508
0,1530,464
0,1544,420
0,1328,438
0,864,320
0,772,299
0,656,296
0,544,237
0,403,164
0,236,80
0,150,82
0,129,70
0,99,32
0,174,37
0,509,122
0,1191,215
0,1778,241
0,1449,277
0,1268,291
0,1151,343
0,1173,387
0,1219,391
0,1251,385
0,1370,478
0,1591,515
0,1574,484
0,1323,418
0,1035,373
0,820,343
0,760,308
0,656,273
0,576,242
0,432,148
0,309,98
0,200,56
0,175,50
0,136,28
0,121,32
0,218,53
0,422,115
0,599,139
0,685,211
0,894,268
0,864,338
0,1010,371
0,1002,413
0,1034,420
0,1105,449
0,1183,399
0,1042,391
0,913,410
0,827,351
0,739,312
0,622,264
0,563,259
0,519,199
0,414,161
0,315,85
0,248,44
0,251,30
0,143,20
0,92,19
0,99,22
0,202,56
0,268,64
0,297,95
0,548,148
0,702,190
0,844,227
0,872,248
0,773,280
0,794,276
0,749,277
0,707,297
0,627,253
0,601,235
0,522,205
0,536,208
0,457,169
0,584,174
0,748,168
0,405,132
0,245,53
0,229,36
0,126,39
0,87,21
0,98,25
0,162,45
0,244,51
0,358,94
0,460,155
0,744,255
0,914,291
0,1013,307
0,1038,304
0,1051,333
0,999,323
0,833,302
0,903,335
0,791,289
0,771,224
0,739,220
0,586,187
0,473,162
0,323,84
0,209,47
0,126,36
0,116,10
0,73,21
0,169,40
0.255,415,112
0.51,1049,225
5.33,1449,245
11.43,1280,257
6.1,1161,260
16.51,1039,287
4.32,1021,330
2.54,1072,321
1.78,1081,308
0.89,1272,452
0,1579,494
0.51,1572,470
0.25,1481,508
0.51,1141,365
0.25,813,334
0,691,252
0,650,220
0,650,170
0,355,122
0,212,78
0,150,66
0,92,51
0,81,32
0,187,44
0,522,135
0,1380,262
0,1727,281
0,1356,297
0,1322,270
0,1137,301
0,1072,351
0,1141,376
0,1195,364
0,1368,507
0,1602,549
0,1555,522
0,1484,523
0,1308,405
0,887,302
0,795,300
0,697,252
0,737,183
0,402,136
0,231,77
0,138,76
0,99,55
0,96,29
0,209,48
0,504,111
0,1343,270
0,1715,311
0,1277,307
0,1313,281
0,1110,317
0,1137,348
0,1168,346
0,1188,382
0,1320,504
0,1462,517
0,1671,504
0,1603,517
0,1481,364
0,903,332
0,914,292
0,827,232
0,575,204
0,379,137
0,226,80
0,145,73
0,100,53
0,86,33
0,193,41
0,523,124
0,1379,236
0,1663,290
0,1286,328
0,1354,309
0,1178,313
0,1256,305
0,1223,373
0,1270,386
0,1290,490
0,1482,499
0,1536,510
0,1558,485
0,1390,404
0,901,349
0,746,303
0,730,288
0,752,212
0,423,128
0,243,77
0,175,83
0,129,59
0,107,31
0,203,43
0,511,118
0,1229,222
0,1829,298
0,1471,307
0,1315,264
0,1180,337
0,1191,405
0,1284,378
0,1327,399
0,1456,487
0,1630,517
0,1538,502
0,1474,467
0,1194,369
0,890,304
0,813,318
0,763,268
0,818,254
0,782,166
0,412,93
0,283,60
0,248,44
0,182,35
0,165,32
0,221,51
0,383,100
0,634,154
0,828,252
0,947,317
0,1099,329
0,1198,411
0,1138,432
0,1240,447
0,1189,429
0,1210,400
0,1141,404
0,1054,411
0,985,362
0,978,267
0,771,250
0,747,227
0,828,223
0,632,157
0,409,97
0,296,51
0,293,34
0,174,27
0,126,28
0,138,36
0,211,56
0,358,66
0,462,104
0,696,187
0,924,283
0,1115,329
0,1178,336
0,1164,330
0,1078,327
0,1086,345
0,1243,360
0,1025,376
0,911,326
0,769,280
0,733,243
0,538,191
0,451,139
0,272,94
0,136,58
0,142,25
0,111,13
0,77,18
0.25,166,47
30.73,524,109
2.03,1301,233
0.76,1737,289
0,1317,285
0,1389,319
0,1162,296
0,1189,366
0,1194,377
0,1216,396
0,1254,490
0,1595,510
0,1584,472
0,1432,497
0,1348,413
0,883,308
0,756,312
0,647,251
0,486,181
0,353,128
0,193,84
0,171,75
0,102,51
0,83,32
0,196,44
0,566,112
0,1355,248
0,1605,282
0,1136,305
0,1430,272
0,1165,311
0,1186,360
0,1288,364
0,1237,384
0,1290,499
0,1651,517
0,1604,556
0,1495,488
0,1369,391
0,975,323
0,859,327
0,812,295
0,625,214
0,401,134
0,205,85
0,152,64
0,115,61
0,96,29
0,181,39
0,538,120
0,1304,231
0,1447,282
0,1261,326
0,1358,292
0,1174,310
0,1123,358
0,1248,380
0,1217,389
0,1333,506
0,1688,516
0,1362,533
0,1322,486
0,1428,386
0,999,315
0,885,285
0,777,285
0,620,229
0,404,147
0,238,73
0,149,78
0,114,72
0,110,26
0,200,53
0,563,124
0,1393,242
0,1608,310
0,1192,330
0,1335,315
0,996,337
0,993,336
0,1205,402
0,1250,388
0,1298,452
0,1354,522
0,1215,504
0,1174,480
0,1375,391
0.255,1042,302
0.51,867,273
0.765,751,219
1.02,593,237
1.52,410,123
1.02,269,96
0.51,196,81
0,170,62
0,123,33
0,181,47
0,517,105
0,1271,249
0,1820,306
0,1550,362
0,1331,323
0,1199,344
0,1215,385
0,1351,447
0,1412,426
0,1442,514
0,1583,499
0,1333,568
0,1461,467
0,1341,398
0,995,354
0,755,338
0,830,293
0,698,247
0,556,187
0,292,122
0,14,73
0,0,48
0,0,28
0,0,24
0,0,52
12.19,0,83
10.67,0,128
2.54,0,222
1.78,0,282
1.02,0,357
0.68,0,350
0.34,0,366
0,0,429
0,0,447
0,0,404
0,0,425
0,0,342
0,0,335
0,0,274
0,0,268
0,0,266
0,0,213
0,0,173
0,0,111
0,0,48
0,0,44
0,0,43
0,0,24
0,0,36
0,0,51
0,0,60
0,0,116
0,0,243
0,0,278
0,0,337
0,0,349
0,0,375
0,0,364
0,0,375
0,31,367
0,996,352
0,911,366
0,788,254
0,699,239
0,690,235
0,650,156
0,689,95
0,261,49
0,127,31
0,96,18
0,98,24
0,217,40
0,552,115
0,1363,230
0,1618,319
0,1295,318
0,1358,299
0,1172,292
0,1221,349
0,1232,385
0,1211,360
0,1369,528
0,1573,534
0,1459,505
0,1530,504
0,1337,420
0,854,364
0,793,319
0,620,246
0,480,234
0,324,119
0,184,70
0,121,70
0,79,58
0,81,34
0,178,56
0,572,110
0,1342,251
0,1530,306
0,1309,338
0,1459,306
0,1182,310
0,1141,403
0,1171,379
0,1247,372
0,1373,477
0,1553,549
0,1348,504
0,1471,499
0,1436,430
0,903,335
0,786,315
0,682,294
0,549,215
0,396,130
0,186,77
0,126,66
0,91,60
0,86,26
0,184,51
0,563,125
0,1369,260
0,1681,317
0,1335,309
0,1371,309
0,1127,316
0,1144,342
0,1192,368
0,1303,384
0,1343,489
0,1667,540
0,1650,543
0,1417,470
0,1417,397
0,968,343
0,814,283
0,810,294
0,728,210
0,453,136
0,224,76
0,154,63
0,95,55
0,75,32
0,180,46
0,533,114
0,1329,240
0,1631,286
0,1255,321
0,1387,317
0,1238,312
0,1212,373
0,1221,376
0,1245,341
0,1372,502
0,1664,521
0,1569,500
0,1593,505
0,1319,388
0,1007,323
0,898,327
0,847,267
0,647,208
0,443,144
0,224,83
0,171,82
0,135,59
0,116,31
0,179,44
0,467,98
0,1141,223
0,1720,291
0.125,1510,320
0.25,1296,336
0.25,1175,306
1.27,1133,409
1.27,1253,467
0,1372,427
0,1426,490
0,1673,498
0,1546,508
0,1497,481
0,1128,355
0,800,320
0,776,292
0,777,301
0,906,253
0,640,175
0,365,114
0,258,70
0,250,48
0,163,40
0,146,31
0,216,45
0,367,119
0,582,176
0,761,264
0,957,310
0,1117,341
0,1190,354
0,1202,361
0,1209,381
0,1000,449
0,1135,418
0,1101,373
0,1017,371
0,906,335
0,747,277
0,747,252
0,948,269
0,960,219
0,810,148
0,417,88
0,308,57
0,290,33
0,194,27
0,102,19
0,115,31
0,202,45
0,362,58
0,512,132
0,765,164
0,1145,272
0,1167,275
0,1263,332
0,1271,345
0,1178,354
0,1229,345
0,1302,353
0,1207,364
0,1016,301
0,860,252
0,822,257
0,728,215
0,602,176
0,697,79
0,516,62
0,141,30
0,99,20
0,93,23
0,187,40
0,563,123
0,1333,221
0,1742,268
0,1280,330
0,1450,314
0,1222,308
0,1262,325
0,1106,402
0,1217,426
0,1333,510
0,1647,484
0,1619,552
0,1493,446
0,1281,394
0,856,316
0,771,286
0,640,216
0,472,190
0,347,132
0,204,85
0,125,61
0,81,56
0,72,35
0,185,47
0,536,112
0,1022,190
0,1304,222
0,1043,328
0,1413,284
0,1198,292
18.29,1211,378
36.58,1223,353
4.06,1268,354
2.706666667,1315,513
1.353333333,1681,523
0,1631,507
0,1463,449
0,1310,395
0,888,330
0,745,310
0,693,243
0,691,191
0,671,114
0,235,70
0,127,63
0,87,54
0,86,31
0,191,39
0,558,133
0,1232,239
0,1433,284
0,1176,305
0,1383,298
0,1140,349
0,1154,347
0,1261,386
0,1221,414
0,1335,515
0,1653,531
0,1374,526
0,1361,503
0,1455,395
0,1037,325
0,924,311
0,780,294
0,684,247
0,419,174
0,215,80
0,152,78
0,103,55
0,88,31
0,197,38
0,539,120
0,1393,241
0,1708,296
0,1227,323
0,1371,325
0,1237,292
0,1196,360
0,1254,382
0,1276,387
0,1343,510
0,1380,529
0,1257,542
0,1502,491
0,1302,366
0,942,361
0,888,344
0,793,268
0,829,205
0,523,120
0,276,94
0,173,80
0,152,57
0,100,35
0,204,41
0,537,110
0,1257,245
0,1725,288
0,1494,343
0,1365,325
0,1243,377
0,1232,383
0,1249,401
0,1258,437
0,1251,485
0,1596,506
0,1585,521
0,1436,477
0,1282,390
0,855,351
0,891,284
0,860,297
0,906,225
0,603,178
